Nome,Data,Latitude,Longitude,Stato,Categoria,Link_thumbnail,id,Thumbnail,,
teatro_olimpia,2021:08:10,45.46835186,9.182463479,non attivo,Teatro/Sala da concerto/Dancing,https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/97.jpg,97,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/97.jpg?raw=true"">",,
teatro_puccini,2023:08:23,45.479308,9.210169,attivo,Cinema Teatro,https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/98.jpg,98,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/98.jpg?raw=true"">",,
teatro_san_marco,2023:08:22,45.473278,9.187881,non attivo,Sala da concerto,https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/99.jpg,99,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/100.jpg?raw=true"">",,
teatro_sant_erasmo,2023:08:22,45.471403,9.192209972,non attivo,Teatro/Sala da concerto,https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/100.jpg,100,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/99.jpg?raw=true"">",,
teatro_smeraldo,2023:08:22,45.48033,9.186954972,non attivo,Teatro/Sala da concerto,https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/101.jpg,101,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/101.jpg?raw=true"">",,
trocadero,2023:08:23,45.46566097,9.190307972,non attivo,Night club,https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/102.jpg,102,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/102.jpg?raw=true"">",,
universita_cattolica,2023:08:22,45.463107,9.176488,attivo,Sala da concerto,https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/103.jpg,103,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/103.jpg?raw=true"">",,
universita_popolare,2023:08:23,45.46139697,9.188912972,non attivo,Sala da concerto,https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/104.jpg,104,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/104.jpg?raw=true"">",,
universita_statale,2023:08:22,45.461232,9.194483972,attivo,Sala da concerto,https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/105.jpg,105,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/105.jpg?raw=true"">",,
whisky_notte_a_go_go,2023:08:23,45.47513,9.220978,non attivo,Whisky a go-go,https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/106.jpg,106,"<img src =""https://github.com/martinnicastro/topografia_musicale/blob/main/images/thumbnails_today/106.jpg?raw=true"">",,
