Source,Target,Type,Id,Label,Weight
476p,228c,Undirected,197147,,1
476p,282c,Undirected,197148,,1
476p,284c,Undirected,197149,,1
476p,346c,Undirected,197150,,1
476p,1112p,Undirected,197151,,1
476p,419c,Undirected,197152,,1
476p,472c,Undirected,197153,,1
476p,1475p,Undirected,197154,,1
476p,547c,Undirected,197155,,1
476p,553c,Undirected,197156,,1
477p,026c,Undirected,197157,,24
477p,091c,Undirected,197158,,2
477p,137c,Undirected,197159,,4
477p,494p,Undirected,197160,,24
477p,153c,Undirected,197161,,16
477p,198c,Undirected,197162,,10
477p,410c,Undirected,197163,,3
477p,1123p,Undirected,197164,,24
477p,475c,Undirected,197165,,3
477p,556c,Undirected,197166,,7
478c,037c,Undirected,197167,,1
478c,087c,Undirected,197168,,1
478c,515c,Undirected,197169,,1
478p,200c,Undirected,197170,,1
478p,040p,Undirected,197171,,1
478p,063c,Undirected,197172,,1
478p,218p,Undirected,197173,,1
478p,250c,Undirected,197174,,1
478p,1495p,Undirected,197175,,1
478p,1542p,Undirected,197176,,1
479c,039c,Undirected,197177,,1
479c,227c,Undirected,197178,,1
479c,366c,Undirected,197180,,6
479c,535c,Undirected,197181,,1
479c,558c,Undirected,197182,,1
479p,492p,Undirected,197183,,1
479p,285c,Undirected,197184,,1
479p,346c,Undirected,197185,,1
479p,352c,Undirected,197186,,1
479p,1432p,Undirected,197187,,1
479p,481c,Undirected,197188,,1
479p,1705p,Undirected,197189,,1
480c,387c,Undirected,197190,,7
480c,496c,Undirected,197191,,7
480p,311c,Undirected,197192,,1
480p,346c,Undirected,197193,,1
480p,515c,Undirected,197194,,1
480p,531c,Undirected,197195,,1
481c,217c,Undirected,197198,,2
481c,006c,Undirected,197199,,1
481c,056c,Undirected,197200,,1
481c,063c,Undirected,197201,,1
481c,120c,Undirected,197206,,1
481c,164c,Undirected,197207,,3
481c,272c,Undirected,197208,,1
481c,789p,Undirected,197209,,3
481c,352c,Undirected,197214,,2
481c,389c,Undirected,197215,,3
481c,390c,Undirected,197216,,1
481c,422c,Undirected,197217,,1
481c,439c,Undirected,197218,,1
481c,485c,Undirected,197219,,1
481c,515c,Undirected,197220,,2
481c,531c,Undirected,197221,,3
481c,569c,Undirected,197222,,3
481p,047p,Undirected,197223,,1
481p,090p,Undirected,197224,,1
481p,114p,Undirected,197225,,1
481p,056c,Undirected,197226,,2
481p,183p,Undirected,197227,,1
481p,258p,Undirected,197228,,4
481p,358p,Undirected,197229,,1
481p,481p,Undirected,197230,,1
481p,880p,Undirected,197231,,1
481p,346c,Undirected,197232,,1
481p,352c,Undirected,197233,,1
481p,998p,Undirected,197234,,2
481p,1118p,Undirected,197235,,1
481p,1309p,Undirected,197236,,1
481p,569c,Undirected,197237,,2
482p,441c,Undirected,197238,,1
482p,532c,Undirected,197239,,1
483c,196c,Undirected,197240,,1
483c,336c,Undirected,197241,,1
483p,010p,Undirected,197242,,1
483p,355c,Undirected,197243,,1
484c,414c,Undirected,197244,,62
484p,548c,Undirected,197245,,2
485c,033c,Undirected,197246,,1
485c,346c,Undirected,197249,,12
485c,381c,Undirected,197250,,12
485c,465c,Undirected,197252,,15
485p,169c,Undirected,197254,,60
485p,1779p,Undirected,197255,,60
486c,025c,Undirected,197256,,1
486c,167c,Undirected,197257,,1
486c,346c,Undirected,197258,,1
486p,217c,Undirected,197259,,1
486p,229c,Undirected,197260,,1
486p,012c,Undirected,197261,,1
486p,014c,Undirected,197262,,1
486p,067c,Undirected,197263,,1
486p,099c,Undirected,197264,,1
486p,119c,Undirected,197265,,1
486p,138c,Undirected,197266,,2
486p,248c,Undirected,197267,,1
486p,272c,Undirected,197268,,1
486p,284c,Undirected,197269,,1
486p,389c,Undirected,197270,,1
486p,422c,Undirected,197271,,1
486p,493c,Undirected,197273,,4
486p,517c,Undirected,197274,,1
486p,1713p,Undirected,197275,,1
486p,569c,Undirected,197276,,1
487c,231c,Undirected,197277,,1
487c,056c,Undirected,197278,,1
487c,080c,Undirected,197279,,1
487c,108c,Undirected,197280,,1
487c,296c,Undirected,197281,,1
487c,386c,Undirected,197282,,1
487c,446c,Undirected,197283,,1
488c,196c,Undirected,197284,,1
488c,096c,Undirected,197285,,1
488c,331c,Undirected,197286,,1
488c,346c,Undirected,197287,,2
488c,382c,Undirected,197288,,1
488c,430c,Undirected,197289,,1
488c,451c,Undirected,197290,,1
488c,463c,Undirected,197291,,1
488p,200c,Undirected,197292,,1
488p,105c,Undirected,197293,,1
488p,257c,Undirected,197294,,1
488p,352c,Undirected,197295,,1
488p,389c,Undirected,197296,,1
488p,515c,Undirected,197297,,1
489p,226p,Undirected,197298,,2
489p,231p,Undirected,197299,,2
489p,389p,Undirected,197300,,2
489p,430p,Undirected,197301,,2
490c,059c,Undirected,197302,,1
490c,366c,Undirected,197303,,1
490c,371c,Undirected,197304,,1
490p,1609p,Undirected,197305,,3
491c,332c,Undirected,197306,,1
491p,031c,Undirected,197307,,1
491p,190c,Undirected,197308,,1
491p,389c,Undirected,197309,,1
491p,424c,Undirected,197310,,1
491p,569c,Undirected,197311,,1
492c,236c,Undirected,197312,,1
492c,285c,Undirected,197313,,1
492c,446c,Undirected,197314,,1
492c,508c,Undirected,197315,,1
492p,200c,Undirected,197316,,2
492p,600p,Undirected,197317,,1
492p,289p,Undirected,197318,,1
492p,119c,Undirected,197319,,1
492p,233c,Undirected,197320,,1
492p,285c,Undirected,197321,,1
492p,311c,Undirected,197322,,1
492p,346c,Undirected,197323,,2
492p,352c,Undirected,197325,,2
492p,389c,Undirected,197327,,1
492p,1432p,Undirected,197328,,1
492p,481c,Undirected,197329,,1
493c,146c,Undirected,197330,,2
493c,523c,Undirected,197331,,4
493p,549p,Undirected,197332,,1
493p,389c,Undirected,197333,,1
493p,1339p,Undirected,197334,,1
494c,023c,Undirected,197335,,1
494c,389c,Undirected,197336,,1
494c,481c,Undirected,197337,,1
494p,198c,Undirected,197338,,31
494p,091c,Undirected,197339,,22
494p,137c,Undirected,197340,,4
494p,475c,Undirected,197341,,3
494p,500c,Undirected,197342,,3
494p,556c,Undirected,197343,,36
495c,169c,Undirected,197344,,63
495c,245c,Undirected,197345,,33
495c,366c,Undirected,197346,,12
495c,387c,Undirected,197347,,33
495p,218p,Undirected,197348,,1
495p,1176p,Undirected,197349,,1
496c,200c,Undirected,197350,,2
496c,231c,Undirected,197352,,3
496c,010c,Undirected,197354,,2
496c,011c,Undirected,197355,,2
496c,025c,Undirected,197356,,2
496c,045c,Undirected,197357,,2
496c,078c,Undirected,197358,,1
496c,133c,Undirected,197359,,1
496c,164c,Undirected,197360,,2
496c,248c,Undirected,197361,,2
496c,250c,Undirected,197362,,2
496c,349c,Undirected,197366,,1
496c,389c,Undirected,197367,,2
496c,390c,Undirected,197369,,1
496c,413c,Undirected,197370,,1
496c,481c,Undirected,197371,,4
496c,513c,Undirected,197372,,2
496c,514c,Undirected,197373,,1
496c,531c,Undirected,197374,,4
496c,569c,Undirected,197376,,4
496p,623p,Undirected,197377,,2
496p,249p,Undirected,197378,,1
496p,141c,Undirected,197379,,9
496p,497p,Undirected,197380,,2
496p,518p,Undirected,197381,,1
496p,591p,Undirected,197382,,3
496p,593p,Undirected,197383,,1
496p,701p,Undirected,197384,,1
496p,744p,Undirected,197385,,2
496p,940p,Undirected,197386,,1
496p,1200p,Undirected,197387,,1
496p,1508p,Undirected,197388,,1
496p,1719p,Undirected,197389,,1
497c,001c,Undirected,197390,,1
498p,072c,Undirected,197392,,1
498p,271p,Undirected,197393,,1
498p,289p,Undirected,197394,,1
498p,498p,Undirected,197395,,1
498p,303c,Undirected,197396,,1
498p,349c,Undirected,197397,,2
498p,389c,Undirected,197398,,4
498p,1334p,Undirected,197399,,1
498p,481c,Undirected,197400,,3
498p,515c,Undirected,197401,,2
498p,531c,Undirected,197402,,2
499c,078c,Undirected,197403,,2
499p,212c,Undirected,197404,,2
500p,741p,Undirected,197405,,1
501c,445c,Undirected,197406,,22
501c,1297p,Undirected,197407,,22
501c,1529p,Undirected,197408,,21
501c,536c,Undirected,197409,,70
501p,314c,Undirected,197410,,1
501p,428c,Undirected,197411,,1
502p,043p,Undirected,197412,,1
502p,056c,Undirected,197413,,1
502p,148c,Undirected,197414,,1
502p,164c,Undirected,197415,,1
502p,311c,Undirected,197416,,1
502p,349c,Undirected,197417,,1
503c,204c,Undirected,197418,,1
503c,025c,Undirected,197419,,1
503c,131c,Undirected,197420,,1
503c,387c,Undirected,197421,,1
503c,531c,Undirected,197422,,1
503c,569c,Undirected,197423,,2
503p,019c,Undirected,197424,,1
503p,056c,Undirected,197425,,2
503p,334c,Undirected,197426,,1
503p,336c,Undirected,197427,,1
503p,346c,Undirected,197428,,2
503p,351c,Undirected,197429,,1
503p,569c,Undirected,197430,,1
505p,204c,Undirected,197431,,1
505p,105c,Undirected,197432,,1
505p,346c,Undirected,197433,,1
505p,427c,Undirected,197434,,1
505p,507c,Undirected,197435,,1
505p,1653p,Undirected,197436,,1
505p,569c,Undirected,197437,,1
506p,572p,Undirected,197438,,1
506p,661p,Undirected,197439,,1
506p,1254p,Undirected,197440,,1
506p,1266p,Undirected,197441,,1
507c,204c,Undirected,197442,,1
507c,105c,Undirected,197443,,1
507c,346c,Undirected,197444,,2
507c,427c,Undirected,197445,,1
507p,691p,Undirected,197446,,1
507p,1903p,Undirected,197447,,1
507p,094c,Undirected,197448,,1
507p,168c,Undirected,197449,,17
507p,591p,Undirected,197450,,1
507p,720p,Undirected,197451,,6
507p,743p,Undirected,197452,,6
507p,252c,Undirected,197453,,1
507p,811p,Undirected,197454,,1
507p,921p,Undirected,197455,,1
507p,981p,Undirected,197456,,1
507p,1122p,Undirected,197457,,6
507p,411c,Undirected,197458,,6
507p,1212p,Undirected,197459,,1
507p,518c,Undirected,197460,,17
507p,1642p,Undirected,197461,,1
507p,1708p,Undirected,197462,,1
507p,1811p,Undirected,197463,,6
507p,547c,Undirected,197464,,6
507p,1876p,Undirected,197465,,6
508c,058c,Undirected,197466,,1
508c,285c,Undirected,197467,,1
508c,446c,Undirected,197468,,1
508c,515c,Undirected,197469,,2
508p,845p,Undirected,197470,,1
508p,1031p,Undirected,197471,,1
508p,1039p,Undirected,197472,,1
508p,1489p,Undirected,197473,,1
509c,389c,Undirected,197474,,2
509c,513c,Undirected,197475,,2
510c,559c,Undirected,197476,,28
510p,610p,Undirected,197477,,50
510p,437p,Undirected,197478,,50
510p,298c,Undirected,197479,,50
510p,1778p,Undirected,197480,,50
511p,230p,Undirected,197481,,2
511p,667p,Undirected,197482,,2
511p,701p,Undirected,197483,,1
511p,720p,Undirected,197484,,3
511p,790p,Undirected,197485,,1
511p,1395p,Undirected,197486,,1
511p,1493p,Undirected,197487,,1
511p,1788p,Undirected,197488,,3
512c,572c,Undirected,197489,,12
512p,208c,Undirected,197490,,1
512p,346c,Undirected,197491,,1
512p,349c,Undirected,197492,,1
512p,448c,Undirected,197493,,1
512p,1694p,Undirected,197494,,1
513c,197c,Undirected,197495,,1
513c,045c,Undirected,197497,,2
513c,063c,Undirected,197498,,1
513c,133c,Undirected,197499,,1
513c,297c,Undirected,197500,,1
513c,346c,Undirected,197501,,4
513c,349c,Undirected,197502,,2
513c,389c,Undirected,197503,,7
513c,422c,Undirected,197504,,1
513c,481c,Undirected,197505,,1
513c,508c,Undirected,197506,,2
513c,515c,Undirected,197507,,3
513p,171p,Undirected,197508,,1
513p,751p,Undirected,197509,,1
514c,200c,Undirected,197510,,1
514c,072c,Undirected,197511,,1
514c,275c,Undirected,197512,,1
514c,349c,Undirected,197513,,1
514c,422c,Undirected,197515,,1
514c,569c,Undirected,197517,,1
514p,200c,Undirected,197518,,1
514p,310c,Undirected,197519,,1
514p,885p,Undirected,197520,,1
514p,349c,Undirected,197521,,1
514p,389c,Undirected,197522,,1
514p,513c,Undirected,197523,,1
514p,515c,Undirected,197524,,1
515c,192p,Undirected,197525,,1
515c,217c,Undirected,197532,,1
515c,056c,Undirected,197533,,1
515c,087c,Undirected,197535,,1
515c,107c,Undirected,197538,,1
515c,108c,Undirected,197539,,1
515c,120c,Undirected,197540,,1
515c,123c,Undirected,197541,,3
515c,164c,Undirected,197542,,1
515c,167c,Undirected,197543,,3
515c,616p,Undirected,197544,,1
515c,272c,Undirected,197545,,2
515c,282c,Undirected,197546,,1
515c,308c,Undirected,197547,,1
515c,342c,Undirected,197549,,1
515c,346c,Undirected,197550,,13
515c,390c,Undirected,197554,,1
515c,392c,Undirected,197555,,2
515c,408c,Undirected,197556,,1
515c,422c,Undirected,197557,,1
515c,430c,Undirected,197559,,1
515c,443c,Undirected,197560,,3
515c,461c,Undirected,197561,,1
515c,470c,Undirected,197562,,1
515c,531c,Undirected,197563,,12
515c,541c,Undirected,197564,,1
515c,569c,Undirected,197565,,10
515p,161p,Undirected,197566,,26
515p,265p,Undirected,197567,,39
515p,239c,Undirected,197568,,26
515p,729p,Undirected,197569,,26
515p,245c,Undirected,197570,,39
515p,775p,Undirected,197571,,39
515p,793p,Undirected,197572,,26
515p,1032p,Undirected,197573,,39
515p,1159p,Undirected,197574,,21
515p,1409p,Undirected,197575,,5
515p,1422p,Undirected,197576,,39
515p,1466p,Undirected,197577,,39
516c,012c,Undirected,197578,,2
516c,058c,Undirected,197579,,2
516p,251p,Undirected,197580,,20
516p,264c,Undirected,197581,,20
516p,414c,Undirected,197582,,61
516p,1168p,Undirected,197583,,61
516p,510c,Undirected,197584,,20
516p,1689p,Undirected,197585,,20
516p,1817p,Undirected,197586,,20
517c,272c,Undirected,197587,,1
517c,352c,Undirected,197588,,1
517c,383c,Undirected,197589,,1
517c,389c,Undirected,197590,,1
517c,569c,Undirected,197591,,1
517p,151p,Undirected,197592,,1
517p,176p,Undirected,197593,,1
517p,736p,Undirected,197594,,1
517p,246c,Undirected,197595,,1
517p,1455p,Undirected,197596,,1
518p,593p,Undirected,197597,,1
519c,231c,Undirected,197598,,1
519c,055c,Undirected,197600,,1
519c,116c,Undirected,197601,,1
519c,515c,Undirected,197602,,1
519p,056c,Undirected,197603,,1
519p,148c,Undirected,197604,,1
519p,164c,Undirected,197605,,1
519p,311c,Undirected,197606,,1
519p,349c,Undirected,197607,,1
519p,400c,Undirected,197608,,4
520c,001c,Undirected,197610,,1
520c,134c,Undirected,197611,,1
520c,497c,Undirected,197612,,1
520p,496p,Undirected,197613,,2
520p,744p,Undirected,197614,,2
520p,1496p,Undirected,197615,,2
521c,069c,Undirected,197616,,1
521c,436c,Undirected,197617,,1
521p,755p,Undirected,197618,,2
522c,001c,Undirected,197619,,1
522c,134c,Undirected,197620,,1
522c,497c,Undirected,197621,,1
522c,520c,Undirected,197622,,1
522p,204c,Undirected,197623,,1
522p,072c,Undirected,197624,,1
522p,105c,Undirected,197625,,1
522p,515c,Undirected,197626,,1
523c,161c,Undirected,197627,,2
523p,352c,Undirected,197629,,1
523p,375c,Undirected,197630,,1
523p,513c,Undirected,197631,,1
525c,056c,Undirected,197632,,2
525c,088c,Undirected,197633,,3
525c,096c,Undirected,197634,,1
525c,100c,Undirected,197635,,3
525c,178c,Undirected,197636,,1
525c,186c,Undirected,197637,,2
525c,209c,Undirected,197638,,2
525c,311c,Undirected,197639,,1
525c,346c,Undirected,197640,,1
525c,515c,Undirected,197641,,3
525c,561c,Undirected,197642,,3
525c,569c,Undirected,197643,,1
526c,072c,Undirected,197644,,1
526c,259c,Undirected,197645,,1
526c,352c,Undirected,197646,,1
526c,552c,Undirected,197647,,1
526p,212c,Undirected,197648,,27
526p,688p,Undirected,197649,,33
526p,121p,Undirected,197650,,35
526p,125p,Undirected,197651,,7
526p,202p,Undirected,197652,,12
526p,569p,Undirected,197653,,12
526p,592p,Undirected,197654,,15
526p,644p,Undirected,197655,,12
526p,759p,Undirected,197656,,6
526p,284c,Undirected,197657,,38
526p,893p,Undirected,197658,,18
526p,927p,Undirected,197659,,5
526p,1116p,Undirected,197660,,6
526p,1148p,Undirected,197661,,8
526p,1570p,Undirected,197662,,8
526p,1573p,Undirected,197663,,6
526p,548c,Undirected,197665,,8
526p,553c,Undirected,197666,,7
527p,453p,Undirected,197667,,42
527p,174c,Undirected,197668,,55
527p,703p,Undirected,197669,,55
527p,274c,Undirected,197670,,55
527p,1480p,Undirected,197671,,42
527p,1560p,Undirected,197672,,42
527p,1781p,Undirected,197673,,55
528c,164c,Undirected,197674,,2
528c,248c,Undirected,197675,,1
528c,390c,Undirected,197676,,2
528c,569c,Undirected,197677,,1
528p,204c,Undirected,197678,,3
528p,020c,Undirected,197679,,1
528p,025c,Undirected,197680,,1
528p,056c,Undirected,197681,,2
528p,068c,Undirected,197682,,2
528p,078c,Undirected,197683,,1
528p,082c,Undirected,197684,,2
528p,105c,Undirected,197685,,1
528p,108c,Undirected,197686,,1
528p,115c,Undirected,197687,,1
528p,528p,Undirected,197688,,1
528p,164c,Undirected,197689,,2
528p,167c,Undirected,197690,,2
528p,186c,Undirected,197691,,1
528p,197c,Undirected,197692,,1
528p,225c,Undirected,197693,,1
528p,243c,Undirected,197694,,1
528p,261c,Undirected,197695,,2
528p,296c,Undirected,197696,,1
528p,311c,Undirected,197697,,1
528p,312c,Undirected,197698,,1
528p,317c,Undirected,197699,,1
528p,349c,Undirected,197700,,1
528p,352c,Undirected,197701,,1
528p,379c,Undirected,197702,,1
528p,389c,Undirected,197703,,1
528p,390c,Undirected,197704,,3
528p,427c,Undirected,197705,,1
528p,440c,Undirected,197706,,1
528p,487c,Undirected,197707,,1
528p,515c,Undirected,197708,,2
528p,531c,Undirected,197709,,2
528p,567c,Undirected,197710,,1
528p,569c,Undirected,197711,,3
529c,056c,Undirected,197712,,7
529c,136c,Undirected,197713,,7
529p,591p,Undirected,197714,,1
529p,701p,Undirected,197715,,1
529p,720p,Undirected,197716,,1
529p,1395p,Undirected,197717,,1
530p,047c,Undirected,197718,,2
530p,349c,Undirected,197719,,2
531c,217c,Undirected,197723,,1
531c,025c,Undirected,197724,,2
531c,072c,Undirected,197726,,3
531c,078c,Undirected,197727,,2
531c,104c,Undirected,197728,,1
531c,105c,Undirected,197729,,2
531c,123c,Undirected,197731,,1
531c,130c,Undirected,197732,,1
531c,164c,Undirected,197733,,1
531c,167c,Undirected,197734,,3
531c,180c,Undirected,197735,,1
531c,312c,Undirected,197738,,2
531c,346c,Undirected,197739,,6
531c,349c,Undirected,197740,,3
531c,387c,Undirected,197743,,3
531c,389c,Undirected,197744,,7
531c,400c,Undirected,197746,,2
531c,443c,Undirected,197748,,1
531c,470c,Undirected,197750,,1
531c,480c,Undirected,197751,,2
531c,532c,Undirected,197755,,2
531c,569c,Undirected,197756,,8
531p,045c,Undirected,197757,,1
531p,262c,Undirected,197758,,1
531p,389c,Undirected,197759,,1
531p,569c,Undirected,197760,,1
531p,1892p,Undirected,197761,,1
532c,164c,Undirected,197763,,2
532c,170c,Undirected,197764,,2
532c,285c,Undirected,197765,,1
532c,389c,Undirected,197766,,2
532c,481c,Undirected,197768,,1
532c,496c,Undirected,197769,,1
532p,200c,Undirected,197771,,1
532p,217c,Undirected,197772,,1
532p,627p,Undirected,197773,,1
532p,023c,Undirected,197774,,1
532p,105c,Undirected,197775,,1
532p,147c,Undirected,197776,,1
532p,165c,Undirected,197777,,1
532p,737p,Undirected,197778,,1
532p,828p,Undirected,197779,,1
532p,311c,Undirected,197780,,1
532p,334c,Undirected,197781,,2
532p,346c,Undirected,197782,,3
532p,349c,Undirected,197783,,2
532p,389c,Undirected,197784,,5
532p,427c,Undirected,197785,,1
532p,448c,Undirected,197786,,3
532p,481c,Undirected,197787,,1
532p,494c,Undirected,197788,,1
532p,531c,Undirected,197789,,1
532p,1752p,Undirected,197790,,1
532p,569c,Undirected,197791,,1
532p,1888p,Undirected,197792,,1
533p,119c,Undirected,197793,,2
533p,1378p,Undirected,197794,,2
533p,496c,Undirected,197795,,2
534c,245c,Undirected,197797,,1
534c,739p,Undirected,197799,,2
534c,252c,Undirected,197800,,2
534c,778p,Undirected,197801,,1
534c,1710p,Undirected,197806,,1
534c,1790p,Undirected,197807,,1
534c,547c,Undirected,197809,,2
534p,075p,Undirected,197810,,55
534p,572p,Undirected,197811,,1
534p,174c,Undirected,197812,,55
534p,661p,Undirected,197813,,1
534p,703p,Undirected,197814,,55
534p,274c,Undirected,197815,,55
534p,1069p,Undirected,197816,,1
534p,1254p,Undirected,197817,,1
534p,1266p,Undirected,197818,,1
534p,1302p,Undirected,197819,,1
534p,1455p,Undirected,197820,,1
534p,1781p,Undirected,197821,,55
534p,1858p,Undirected,197822,,1
535p,193c,Undirected,197823,,20
535p,717p,Undirected,197824,,20
535p,1026p,Undirected,197825,,20
535p,1835p,Undirected,197826,,20
536p,164c,Undirected,197827,,1
536p,352c,Undirected,197828,,1
536p,569c,Undirected,197829,,1
537c,349c,Undirected,197830,,2
537c,389c,Undirected,197831,,2
537c,1374p,Undirected,197832,,1
537c,496c,Undirected,197833,,2
537c,514c,Undirected,197834,,2
537p,105c,Undirected,197835,,1
538c,305c,Undirected,197836,,1
538c,314c,Undirected,197837,,1
538c,346c,Undirected,197838,,1
538c,417c,Undirected,197839,,1
538p,288c,Undirected,197840,,1
538p,534c,Undirected,197841,,2
538p,1811p,Undirected,197842,,1
538p,547c,Undirected,197843,,1
539p,155c,Undirected,197844,,2
540c,065c,Undirected,197845,,1
540c,352c,Undirected,197846,,1
540p,193c,Undirected,197847,,2
540p,102c,Undirected,197848,,2
540p,122c,Undirected,197849,,2
540p,574p,Undirected,197850,,2
540p,1158p,Undirected,197851,,2
540p,1400p,Undirected,197852,,2
540p,1850p,Undirected,197853,,2
540p,569c,Undirected,197854,,2
541p,190p,Undirected,197855,,1
542c,175c,Undirected,197858,,1
542c,542c,Undirected,197859,,1
542p,544p,Undirected,197860,,1
542p,1568p,Undirected,197861,,1
544p,1568p,Undirected,197862,,1
545c,352c,Undirected,197863,,2
545c,389c,Undirected,197864,,2
545p,105c,Undirected,197865,,2
545p,312c,Undirected,197866,,2
545p,427c,Undirected,197867,,2
545p,1286p,Undirected,197868,,2
545p,1569p,Undirected,197869,,2
546c,204c,Undirected,197870,,1
546c,105c,Undirected,197871,,1
546c,123c,Undirected,197872,,1
546c,427c,Undirected,197873,,1
547c,228c,Undirected,197874,,1
547c,284c,Undirected,197875,,2
547c,419c,Undirected,197876,,1
547c,472c,Undirected,197877,,1
549c,068c,Undirected,197878,,2
549c,245c,Undirected,197879,,12
549c,352c,Undirected,197880,,1
549c,366c,Undirected,197881,,12
549c,387c,Undirected,197882,,12
549c,495c,Undirected,197883,,12
549c,542c,Undirected,197884,,1
549c,569c,Undirected,197885,,2
549p,389c,Undirected,197886,,1
550c,248c,Undirected,197887,,1
550c,260c,Undirected,197888,,1
550p,096c,Undirected,197889,,1
550p,123c,Undirected,197890,,1
550p,346c,Undirected,197891,,1
550p,349c,Undirected,197892,,1
551c,005c,Undirected,197893,,1
551c,108c,Undirected,197894,,1
551c,267c,Undirected,197895,,1
551p,072c,Undirected,197896,,2
551p,349c,Undirected,197897,,2
551p,352c,Undirected,197898,,2
551p,389c,Undirected,197899,,2
551p,569c,Undirected,197900,,2
551p,571c,Undirected,197901,,2
552c,259c,Undirected,197902,,1
552c,352c,Undirected,197903,,1
553c,212c,Undirected,197904,,2
553c,068c,Undirected,197905,,1
553c,120c,Undirected,197906,,1
553c,226c,Undirected,197907,,1
553c,248c,Undirected,197908,,2
553c,284c,Undirected,197909,,3
553c,317c,Undirected,197910,,1
553c,352c,Undirected,197911,,1
553p,024p,Undirected,197912,,1
553p,638p,Undirected,197913,,1
554c,061c,Undirected,197914,,5
554c,533c,Undirected,197915,,5
554p,072c,Undirected,197916,,2
554p,084c,Undirected,197917,,2
554p,288p,Undirected,197918,,2
554p,164c,Undirected,197919,,2
554p,250c,Undirected,197920,,2
554p,290c,Undirected,197921,,2
554p,312c,Undirected,197922,,2
554p,346c,Undirected,197923,,1
554p,349c,Undirected,197924,,2
554p,389c,Undirected,197925,,4
554p,390c,Undirected,197926,,2
554p,1334p,Undirected,197927,,1
554p,528c,Undirected,197928,,2
554p,531c,Undirected,197929,,2
555c,200c,Undirected,197930,,2
555c,004c,Undirected,197931,,1
555c,361c,Undirected,197932,,1
555c,389c,Undirected,197933,,2
555c,515c,Undirected,197934,,1
555c,531c,Undirected,197935,,2
555c,555c,Undirected,197936,,1
555p,107p,Undirected,197937,,1
555p,258p,Undirected,197938,,1
555p,414p,Undirected,197939,,1
555p,568p,Undirected,197940,,1
555p,1567p,Undirected,197941,,1
555p,569c,Undirected,197942,,1
556c,198c,Undirected,197944,,1
556p,644p,Undirected,197945,,4
556p,248c,Undirected,197946,,4
556p,759p,Undirected,197947,,4
556p,927p,Undirected,197948,,4
557c,311c,Undirected,197949,,1
557c,349c,Undirected,197950,,1
557c,389c,Undirected,197951,,1
557p,082c,Undirected,197952,,1
557p,164c,Undirected,197953,,1
557p,250c,Undirected,197954,,1
557p,569c,Undirected,197955,,1
558c,231c,Undirected,197956,,1
558c,025c,Undirected,197957,,1
558c,515c,Undirected,197958,,1
558c,519c,Undirected,197959,,1
558c,535c,Undirected,197960,,1
558c,569c,Undirected,197961,,1
558p,346c,Undirected,197962,,2
558p,389c,Undirected,197963,,4
558p,513c,Undirected,197964,,2
559p,074c,Undirected,197966,,2
559p,349c,Undirected,197967,,2
559p,441c,Undirected,197968,,2
560c,056c,Undirected,197969,,1
560c,375c,Undirected,197970,,1
560p,056c,Undirected,197971,,2
560p,220c,Undirected,197972,,2
560p,349c,Undirected,197973,,2
560p,1007p,Undirected,197974,,2
560p,525c,Undirected,197975,,2
561c,088c,Undirected,197976,,3
561c,100c,Undirected,197977,,3
561p,047c,Undirected,197978,,1
561p,389c,Undirected,197979,,1
562c,056c,Undirected,197980,,1
562c,389c,Undirected,197981,,1
562p,047c,Undirected,197982,,1
562p,303c,Undirected,197983,,1
562p,389c,Undirected,197984,,1
563p,212c,Undirected,197985,,1
563p,022p,Undirected,197986,,1
563p,584p,Undirected,197987,,1
563p,652p,Undirected,197988,,1
563p,1334p,Undirected,197989,,1
565c,032c,Undirected,197990,,1
565c,329c,Undirected,197991,,1
565c,390c,Undirected,197992,,1
565c,483c,Undirected,197993,,1
565c,569c,Undirected,197994,,1
565p,200c,Undirected,197995,,1
565p,096c,Undirected,197996,,1
565p,310p,Undirected,197997,,1
565p,133c,Undirected,197998,,1
565p,147c,Undirected,197999,,1
565p,349c,Undirected,198000,,1
565p,378c,Undirected,198001,,1
565p,513c,Undirected,198002,,1
566c,529c,Undirected,198003,,1
566p,661p,Undirected,198004,,1
566p,1455p,Undirected,198005,,1
566p,1714p,Undirected,198006,,1
566p,1745p,Undirected,198007,,1
567p,104c,Undirected,198008,,2
567p,759p,Undirected,198009,,2
567p,1133p,Undirected,198010,,2
567p,1874p,Undirected,198011,,2
568c,346c,Undirected,198012,,1
568p,217c,Undirected,198013,,5
568p,258p,Undirected,198014,,1
568p,414p,Undirected,198015,,1
568p,880p,Undirected,198016,,5
568p,1227p,Undirected,198017,,5
568p,1476p,Undirected,198018,,5
568p,1567p,Undirected,198019,,1
568p,569c,Undirected,198020,,1
569c,196c,Undirected,198021,,1
569c,001c,Undirected,198028,,1
569c,011c,Undirected,198029,,1
569c,020c,Undirected,198031,,1
569c,032c,Undirected,198032,,1
569c,058c,Undirected,198035,,3
569c,074c,Undirected,198039,,1
569c,093c,Undirected,198042,,1
569c,123c,Undirected,198046,,2
569c,133c,Undirected,198047,,1
569c,183c,Undirected,198052,,2
569c,210c,Undirected,198053,,2
569c,213c,Undirected,198054,,1
569c,218c,Undirected,198055,,1
569c,222c,Undirected,198056,,1
569c,237c,Undirected,198057,,1
569c,249c,Undirected,198059,,1
569c,258c,Undirected,198060,,1
