Source,Target,Type,Id,Label,Weight
001p,028p,Undirected,188203,,1
001p,1386p,Undirected,188204,,1
001p,1788p,Undirected,188205,,1
002c,062c,Undirected,188206,,1
002c,389c,Undirected,188207,,1
002p,512c,Undirected,188208,,6
002p,530c,Undirected,188209,,6
003p,1665p,Undirected,188210,,1
004c,361c,Undirected,188211,,1
004c,515c,Undirected,188212,,1
004p,824p,Undirected,188213,,1
005c,108c,Undirected,188214,,1
005c,267c,Undirected,188215,,1
005p,326c,Undirected,188216,,1
005p,332c,Undirected,188217,,1
005p,346c,Undirected,188218,,1
005p,390c,Undirected,188219,,1
006c,033c,Undirected,188220,,1
006c,108c,Undirected,188221,,1
006c,267c,Undirected,188222,,1
006c,464c,Undirected,188223,,2
006c,485c,Undirected,188224,,3
006p,1882p,Undirected,188225,,5
008p,229c,Undirected,188226,,2
008p,136p,Undirected,188227,,2
008p,668p,Undirected,188228,,2
008p,1713p,Undirected,188229,,2
009p,197c,Undirected,188230,,1
009p,216c,Undirected,188231,,1
009p,282c,Undirected,188232,,1
009p,311c,Undirected,188233,,1
009p,1329p,Undirected,188234,,1
009p,470c,Undirected,188235,,1
009p,1717p,Undirected,188236,,1
010c,200c,Undirected,188237,,1
010c,063c,Undirected,188238,,1
010c,250c,Undirected,188239,,1
010c,352c,Undirected,188240,,1
010p,355c,Undirected,188241,,1
011c,002c,Undirected,188242,,1
011c,056c,Undirected,188243,,1
011c,062c,Undirected,188244,,1
011c,164c,Undirected,188245,,1
011c,248c,Undirected,188246,,2
011c,250c,Undirected,188247,,2
011c,375c,Undirected,188248,,1
011c,389c,Undirected,188249,,2
011c,400c,Undirected,188250,,1
011c,412c,Undirected,188251,,1
011c,560c,Undirected,188252,,1
012c,204c,Undirected,188253,,1
012c,058c,Undirected,188254,,2
012c,090c,Undirected,188255,,1
012c,119c,Undirected,188256,,1
012c,346c,Undirected,188257,,1
012c,389c,Undirected,188258,,1
012c,422c,Undirected,188259,,1
012c,569c,Undirected,188260,,1
012p,006c,Undirected,188261,,1
012p,108c,Undirected,188262,,1
012p,464c,Undirected,188263,,1
012p,465c,Undirected,188264,,1
012p,485c,Undirected,188265,,1
013c,141c,Undirected,188266,,1
013c,547c,Undirected,188267,,1
014c,217c,Undirected,188268,,1
014c,067c,Undirected,188269,,1
014c,658p,Undirected,188270,,1
014c,387c,Undirected,188271,,1
014c,503c,Undirected,188272,,1
015c,246c,Undirected,188273,,60
015p,217c,Undirected,188274,,1
015p,006c,Undirected,188275,,1
015p,033c,Undirected,188276,,1
015p,122p,Undirected,188277,,1
015p,058c,Undirected,188278,,1
015p,211p,Undirected,188279,,1
015p,289p,Undirected,188280,,1
015p,318p,Undirected,188281,,1
015p,107c,Undirected,188282,,1
015p,112c,Undirected,188283,,1
015p,476p,Undirected,188284,,1
015p,179c,Undirected,188285,,1
015p,267c,Undirected,188286,,1
015p,282c,Undirected,188287,,1
015p,346c,Undirected,188288,,4
015p,1112p,Undirected,188289,,1
015p,1164p,Undirected,188290,,1
015p,464c,Undirected,188291,,1
015p,485c,Undirected,188292,,1
015p,1475p,Undirected,188293,,1
016c,105c,Undirected,188294,,1
016c,164c,Undirected,188295,,1
016c,390c,Undirected,188296,,1
016c,569c,Undirected,188297,,1
016p,726p,Undirected,188298,,8
016p,248c,Undirected,188299,,4
016p,284c,Undirected,188300,,4
016p,1102p,Undirected,188301,,8
017p,940p,Undirected,188302,,4
017p,1168p,Undirected,188303,,4
018c,185c,Undirected,188304,,1
018c,250c,Undirected,188305,,1
018c,292c,Undirected,188306,,1
018p,192p,Undirected,188307,,1
018p,154p,Undirected,188308,,1
018p,327p,Undirected,188309,,1
018p,186c,Undirected,188310,,1
018p,723p,Undirected,188311,,1
018p,389c,Undirected,188312,,1
018p,1706p,Undirected,188313,,1
018p,1829p,Undirected,188314,,1
019c,056c,Undirected,188315,,2
019c,260c,Undirected,188316,,1
019c,261c,Undirected,188317,,1
019c,336c,Undirected,188318,,1
019c,346c,Undirected,188319,,2
019c,569c,Undirected,188320,,3
019p,199c,Undirected,188321,,1
019p,072c,Undirected,188322,,1
019p,303c,Undirected,188323,,1
019p,571c,Undirected,188324,,1
020c,074c,Undirected,188325,,1
020c,460c,Undirected,188326,,1
020c,567c,Undirected,188327,,1
020p,222c,Undirected,188328,,1
020p,093p,Undirected,188329,,1
020p,073c,Undirected,188330,,1
020p,200c,Undirected,188331,,1
020p,213c,Undirected,188332,,1
020p,312c,Undirected,188333,,1
020p,349c,Undirected,188334,,1
020p,450c,Undirected,188335,,1
020p,448c,Undirected,188336,,2
020p,1613p,Undirected,188338,,1
021c,204c,Undirected,188339,,4
021c,105c,Undirected,188341,,1
021c,789p,Undirected,188342,,1
021c,311c,Undirected,188343,,3
021c,515c,Undirected,188345,,1
021p,1065p,Undirected,188346,,1
022c,196c,Undirected,188347,,1
022c,123c,Undirected,188348,,1
022c,214c,Undirected,188349,,1
022c,305c,Undirected,188350,,1
022c,314c,Undirected,188351,,1
022c,346c,Undirected,188352,,3
022c,538c,Undirected,188353,,1
022p,212c,Undirected,188354,,1
022p,584p,Undirected,188355,,1
022p,652p,Undirected,188356,,1
022p,1334p,Undirected,188357,,1
023c,389c,Undirected,188358,,1
023c,481c,Undirected,188359,,1
023p,249p,Undirected,188360,,1
023p,496p,Undirected,188361,,1
023p,518p,Undirected,188362,,1
023p,534p,Undirected,188363,,1
023p,593p,Undirected,188364,,1
023p,1200p,Undirected,188365,,1
023p,1302p,Undirected,188366,,1
023p,1455p,Undirected,188367,,2
023p,1745p,Undirected,188368,,1
023p,1858p,Undirected,188369,,1
024c,349c,Undirected,188370,,1
024c,481c,Undirected,188371,,1
024p,121p,Undirected,188372,,11
024p,258p,Undirected,188373,,1
024p,526p,Undirected,188374,,11
024p,638p,Undirected,188375,,1
024p,709p,Undirected,188376,,11
024p,757p,Undirected,188377,,1
024p,284c,Undirected,188378,,11
024p,893p,Undirected,188379,,11
024p,375c,Undirected,188380,,1
024p,1569p,Undirected,188381,,11
024p,1673p,Undirected,188382,,1
025c,200c,Undirected,188383,,1
025c,204c,Undirected,188384,,5
025c,217c,Undirected,188385,,2
025c,229c,Undirected,188386,,3
025c,055c,Undirected,188388,,1
025c,104c,Undirected,188389,,8
025c,114c,Undirected,188390,,1
025c,116c,Undirected,188391,,1
025c,248c,Undirected,188392,,1
025c,308c,Undirected,188393,,1
025c,311c,Undirected,188394,,10
025c,312c,Undirected,188395,,1
025c,346c,Undirected,188396,,2
025c,389c,Undirected,188397,,7
025c,400c,Undirected,188398,,3
025c,403c,Undirected,188399,,1
025c,427c,Undirected,188400,,1
025c,448c,Undirected,188401,,1
025c,515c,Undirected,188402,,2
025c,519c,Undirected,188403,,3
025c,569c,Undirected,188404,,2
025p,212c,Undirected,188405,,6
025p,209p,Undirected,188406,,5
025p,105c,Undirected,188407,,4
025p,248c,Undirected,188408,,11
025p,260c,Undirected,188409,,5
025p,794p,Undirected,188410,,5
025p,825p,Undirected,188411,,4
025p,841p,Undirected,188412,,4
025p,1286p,Undirected,188413,,6
025p,1308p,Undirected,188414,,4
025p,1699p,Undirected,188415,,4
027c,200c,Undirected,188416,,1
027c,204c,Undirected,188417,,1
027c,400c,Undirected,188418,,1
027p,198c,Undirected,188419,,15
027p,596p,Undirected,188420,,26
027p,280c,Undirected,188421,,11
027p,780p,Undirected,188422,,26
027p,1688p,Undirected,188423,,26
028c,108c,Undirected,188424,,1
028c,355c,Undirected,188425,,1
028c,433c,Undirected,188426,,1
028c,465c,Undirected,188427,,1
028p,007c,Undirected,188428,,6
028p,102p,Undirected,188429,,1
028p,511p,Undirected,188430,,3
028p,1296p,Undirected,188431,,1
028p,1386p,Undirected,188432,,4
028p,1501p,Undirected,188433,,1
028p,1619p,Undirected,188434,,3
028p,1652p,Undirected,188435,,1
028p,1788p,Undirected,188436,,5
028p,1873p,Undirected,188437,,4
029c,284c,Undirected,188438,,1
029c,349c,Undirected,188439,,1
029c,389c,Undirected,188440,,2
029c,569c,Undirected,188441,,1
029p,019c,Undirected,188442,,1
029p,410p,Undirected,188443,,2
029p,177c,Undirected,188444,,1
029p,223c,Undirected,188445,,1
029p,226c,Undirected,188446,,1
029p,695p,Undirected,188447,,2
029p,1060p,Undirected,188448,,3
029p,425c,Undirected,188449,,1
029p,436c,Undirected,188450,,1
029p,1252p,Undirected,188451,,3
029p,471c,Undirected,188452,,1
029p,1494p,Undirected,188453,,2
029p,1762p,Undirected,188454,,3
030c,110c,Undirected,188455,,4
030c,246c,Undirected,188456,,4
030c,097c,Undirected,188457,,4
030p,008c,Undirected,188458,,3
030p,123c,Undirected,188459,,1
030p,175c,Undirected,188460,,1
030p,270c,Undirected,188461,,1
030p,455c,Undirected,188462,,1
031c,190c,Undirected,188463,,1
031c,294c,Undirected,188464,,1
031c,424c,Undirected,188465,,1
031c,444c,Undirected,188466,,1
031c,531c,Undirected,188467,,1
031c,569c,Undirected,188468,,1
031p,1334p,Undirected,188469,,2
031p,1716p,Undirected,188470,,4
031p,569c,Undirected,188472,,3
032c,329c,Undirected,188473,,1
032p,229c,Undirected,188474,,1
032p,889p,Undirected,188475,,1
032p,1614p,Undirected,188476,,1
033c,464c,Undirected,188477,,1
034c,056c,Undirected,188478,,1
034c,078c,Undirected,188479,,1
034c,131c,Undirected,188480,,1
034c,481c,Undirected,188481,,1
034c,503c,Undirected,188482,,1
034p,009c,Undirected,188483,,1
035p,087p,Undirected,188484,,1
035p,500p,Undirected,188485,,1
035p,741p,Undirected,188486,,1
035p,921p,Undirected,188487,,1
035p,1004p,Undirected,188488,,1
036c,346c,Undirected,188489,,1
036p,148p,Undirected,188490,,2
036p,386p,Undirected,188491,,2
036p,368c,Undirected,188492,,2
036p,374c,Undirected,188493,,2
036p,1081p,Undirected,188494,,2
036p,1331p,Undirected,188495,,2
036p,1805p,Undirected,188496,,2
037c,087c,Undirected,188497,,1
037c,515c,Undirected,188498,,1
037p,056c,Undirected,188499,,1
037p,226c,Undirected,188500,,1
037p,258c,Undirected,188501,,1
037p,261c,Undirected,188502,,1
037p,342c,Undirected,188503,,1
037p,352c,Undirected,188504,,1
037p,389c,Undirected,188505,,1
037p,1825p,Undirected,188506,,1
037p,569c,Undirected,188507,,2
038p,507p,Undirected,188508,,1
038p,1212p,Undirected,188509,,1
038p,1413p,Undirected,188510,,1
038p,1708p,Undirected,188511,,1
039c,535c,Undirected,188512,,1
039c,558c,Undirected,188513,,1
039p,105p,Undirected,188514,,44
039p,409c,Undirected,188515,,44
040p,200c,Undirected,188516,,1
040p,063c,Undirected,188517,,1
040p,218p,Undirected,188518,,1
040p,250c,Undirected,188519,,1
040p,1542p,Undirected,188520,,1
041p,091c,Undirected,188521,,3
041p,393p,Undirected,188522,,5
041p,1017p,Undirected,188523,,5
041p,420c,Undirected,188524,,2
042c,058c,Undirected,188525,,1
042c,397c,Undirected,188526,,1
042c,508c,Undirected,188527,,1
042p,440p,Undirected,188528,,42
042p,169c,Undirected,188529,,42
042p,1000p,Undirected,188530,,42
042p,1028p,Undirected,188531,,42
042p,495c,Undirected,188532,,42
042p,1560p,Undirected,188533,,42
043c,250c,Undirected,188534,,4
043c,311c,Undirected,188535,,2
043c,352c,Undirected,188536,,1
043c,389c,Undirected,188537,,5
043c,301c,Undirected,188538,,2
043p,200c,Undirected,188539,,1
043p,056c,Undirected,188540,,1
043p,148c,Undirected,188541,,1
043p,164c,Undirected,188542,,1
043p,277c,Undirected,188543,,1
043p,311c,Undirected,188544,,1
043p,346c,Undirected,188545,,1
043p,349c,Undirected,188546,,1
043p,1434p,Undirected,188547,,1
044p,199c,Undirected,188548,,1
044p,200c,Undirected,188549,,2
044p,204c,Undirected,188550,,2
044p,217c,Undirected,188551,,1
044p,019c,Undirected,188552,,1
044p,096c,Undirected,188553,,1
044p,135c,Undirected,188554,,1
044p,346c,Undirected,188555,,1
044p,389c,Undirected,188556,,1
044p,443c,Undirected,188557,,1
044p,453c,Undirected,188558,,1
044p,515c,Undirected,188559,,2
045c,010c,Undirected,188560,,2
045c,056c,Undirected,188561,,1
045c,058c,Undirected,188562,,2
045c,063c,Undirected,188563,,3
045c,080c,Undirected,188564,,1
045c,154c,Undirected,188565,,1
045c,253c,Undirected,188566,,1
045c,285c,Undirected,188567,,1
045c,386c,Undirected,188568,,1
045c,389c,Undirected,188569,,1
045c,427c,Undirected,188570,,1
045c,446c,Undirected,188571,,1
045c,487c,Undirected,188572,,1
045c,569c,Undirected,188573,,2
045p,015p,Undirected,188574,,4
045p,272p,Undirected,188575,,1
045p,598p,Undirected,188576,,3
045p,852p,Undirected,188577,,2
045p,940p,Undirected,188578,,4
045p,1168p,Undirected,188579,,4
045p,1603p,Undirected,188580,,3
046c,058c,Undirected,188581,,1
046c,074c,Undirected,188582,,1
046c,308c,Undirected,188583,,1
046c,342c,Undirected,188584,,1
047c,200c,Undirected,188585,,1
047c,217c,Undirected,188586,,1
047c,056c,Undirected,188587,,1
047c,078c,Undirected,188588,,2
047c,164c,Undirected,188589,,1
047c,186c,Undirected,188590,,1
047c,250c,Undirected,188591,,2
047c,262c,Undirected,188592,,2
047c,303c,Undirected,188593,,1
047c,311c,Undirected,188594,,3
047c,346c,Undirected,188595,,2
047c,349c,Undirected,188596,,3
047c,389c,Undirected,188597,,3
047c,515c,Undirected,188598,,1
047c,525c,Undirected,188599,,1
047c,569c,Undirected,188600,,1
047p,056c,Undirected,188601,,1
047p,284c,Undirected,188602,,4
047p,339c,Undirected,188603,,1
047p,346c,Undirected,188604,,1
047p,531c,Undirected,188605,,1
047p,569c,Undirected,188606,,1
048p,028p,Undirected,188607,,1
048p,007c,Undirected,188608,,1
048p,045c,Undirected,188609,,1
048p,440p,Undirected,188610,,1
048p,744p,Undirected,188611,,1
048p,253c,Undirected,188612,,1
048p,865p,Undirected,188613,,1
048p,392c,Undirected,188614,,1
048p,421c,Undirected,188615,,1
048p,1386p,Undirected,188616,,3
048p,1389p,Undirected,188617,,1
048p,1611p,Undirected,188618,,1
048p,1619p,Undirected,188619,,3
048p,1638p,Undirected,188620,,1
049p,192p,Undirected,188621,,1
049p,209c,Undirected,188622,,1
049p,389c,Undirected,188623,,1
049p,515c,Undirected,188624,,1
050c,084c,Undirected,188625,,1
050c,248c,Undirected,188626,,1
050c,321c,Undirected,188627,,1
050c,336c,Undirected,188628,,2
050c,352c,Undirected,188629,,3
051p,453p,Undirected,188630,,42
051p,527p,Undirected,188631,,42
051p,1480p,Undirected,188632,,42
051p,1560p,Undirected,188633,,42
052p,352c,Undirected,188634,,1
052p,515c,Undirected,188635,,1
053c,058c,Undirected,188636,,1
053c,072c,Undirected,188637,,1
053c,526c,Undirected,188638,,1
054c,105c,Undirected,188639,,1
054c,314c,Undirected,188640,,1
054c,400c,Undirected,188641,,1
054c,427c,Undirected,188642,,1
054p,200c,Undirected,188643,,1
054p,105c,Undirected,188644,,1
054p,346c,Undirected,188645,,1
054p,349c,Undirected,188646,,1
054p,389c,Undirected,188647,,1
054p,443c,Undirected,188648,,1
054p,515c,Undirected,188649,,1
055p,057c,Undirected,188650,,1
055p,603p,Undirected,188651,,1
055p,389c,Undirected,188652,,1
055p,434c,Undirected,188653,,1
055p,1334p,Undirected,188654,,1
056c,058c,Undirected,188656,,5
056c,069c,Undirected,188657,,1
056c,130c,Undirected,188658,,1
056c,131c,Undirected,188659,,1
056c,164c,Undirected,188660,,5
056c,170c,Undirected,188661,,1
056c,175c,Undirected,188662,,1
056c,183c,Undirected,188663,,1
056c,261c,Undirected,188664,,1
056c,272c,Undirected,188665,,1
056c,789p,Undirected,188666,,1
056c,296c,Undirected,188667,,1
056c,308c,Undirected,188668,,1
056c,346c,Undirected,188669,,15
056c,389c,Undirected,188670,,6
056c,390c,Undirected,188671,,1
056c,436c,Undirected,188672,,1
056c,503c,Undirected,188673,,1
056c,521c,Undirected,188674,,1
056c,531c,Undirected,188675,,3
056c,542c,Undirected,188676,,3
056c,569c,Undirected,188677,,5
056p,243p,Undirected,188678,,2
056p,458p,Undirected,188679,,2
056p,400c,Undirected,188680,,2
056p,1158p,Undirected,188681,,2
056p,427c,Undirected,188682,,2
056p,1700p,Undirected,188683,,2
056p,531c,Undirected,188684,,2
057c,204c,Undirected,188685,,1
057c,217c,Undirected,188686,,2
057c,078c,Undirected,188687,,2
057c,434c,Undirected,188688,,1
057c,470c,Undirected,188689,,3
057c,531c,Undirected,188690,,1
057p,200c,Undirected,188691,,1
057p,275c,Undirected,188692,,1
057p,514c,Undirected,188693,,1
058c,058c,Undirected,188696,,1
058c,250c,Undirected,188697,,1
058c,342c,Undirected,188698,,1
058c,542c,Undirected,188699,,4
058p,056c,Undirected,188700,,1
058p,124c,Undirected,188701,,1
058p,149c,Undirected,188702,,1
058p,272c,Undirected,188703,,2
058p,346c,Undirected,188704,,3
058p,463c,Undirected,188705,,1
058p,481c,Undirected,188706,,1
058p,569c,Undirected,188707,,1
059c,366c,Undirected,188708,,7
059c,371c,Undirected,188709,,9
060c,219c,Undirected,188710,,1
060c,394c,Undirected,188711,,1
060c,569c,Undirected,188712,,1
060p,204c,Undirected,188713,,1
060p,123c,Undirected,188714,,1
060p,167c,Undirected,188715,,1
060p,346c,Undirected,188716,,1
060p,515c,Undirected,188717,,1
060p,531c,Undirected,188718,,1
061c,533c,Undirected,188719,,5
062c,389c,Undirected,188720,,1
062p,389c,Undirected,188721,,1
062p,569c,Undirected,188722,,1
063c,200c,Undirected,188723,,3
063c,025c,Undirected,188724,,2
063c,250c,Undirected,188725,,2
063c,297c,Undirected,188726,,6
063c,311c,Undirected,188727,,3
063c,389c,Undirected,188728,,4
063c,496c,Undirected,188729,,2
063c,514c,Undirected,188730,,3
063c,569c,Undirected,188731,,2
063p,105c,Undirected,188732,,1
064c,284c,Undirected,188733,,1
064c,569c,Undirected,188734,,1
064p,199c,Undirected,188735,,1
064p,204c,Undirected,188736,,1
064p,025c,Undirected,188737,,2
064p,063c,Undirected,188738,,2
064p,789p,Undirected,188739,,1
064p,285c,Undirected,188740,,1
064p,311c,Undirected,188741,,3
064p,352c,Undirected,188743,,1
064p,377c,Undirected,188744,,1
064p,389c,Undirected,188745,,1
064p,1286p,Undirected,188746,,2
064p,1334p,Undirected,188747,,1
064p,481c,Undirected,188748,,1
064p,496c,Undirected,188749,,2
064p,515c,Undirected,188750,,1
064p,531c,Undirected,188751,,1
064p,532c,Undirected,188752,,1
064p,1716p,Undirected,188753,,1
065c,204c,Undirected,188754,,1
065c,209c,Undirected,188755,,1
065c,056c,Undirected,188756,,1
065c,058c,Undirected,188757,,1
065c,170c,Undirected,188758,,1
065c,284c,Undirected,188759,,1
065c,311c,Undirected,188760,,1
065c,352c,Undirected,188761,,1
065c,389c,Undirected,188762,,2
065c,390c,Undirected,188763,,1
065c,515c,Undirected,188764,,1
065c,569c,Undirected,188765,,1
065p,212c,Undirected,188766,,2
065p,047p,Undirected,188767,,4
065p,1905p,Undirected,188768,,2
065p,131p,Undirected,188769,,2
065p,245p,Undirected,188770,,4
065p,499p,Undirected,188771,,2
065p,689p,Undirected,188772,,4
065p,284c,Undirected,188773,,4
066c,524c,Undirected,188774,,1
066p,029c,Undirected,188775,,3
066p,250p,Undirected,188776,,3
066p,447p,Undirected,188777,,3
066p,1477p,Undirected,188778,,3
066p,1649p,Undirected,188779,,3
067c,217c,Undirected,188780,,1
067p,326p,Undirected,188781,,1
067p,1283p,Undirected,188782,,1
068c,105c,Undirected,188783,,1
068c,164c,Undirected,188784,,1
068c,226c,Undirected,188785,,1
068c,352c,Undirected,188786,,1
068c,543c,Undirected,188787,,1
068p,217c,Undirected,188788,,2
068p,125c,Undirected,188789,,2
068p,315c,Undirected,188790,,2
068p,388c,Undirected,188791,,2
069p,037c,Undirected,188792,,1
069p,087c,Undirected,188793,,1
069p,478c,Undirected,188794,,1
069p,515c,Undirected,188795,,1
070c,423c,Undirected,188796,,54
070p,110p,Undirected,188797,,6
070p,156c,Undirected,188798,,2
070p,182c,Undirected,188799,,2
070p,245c,Undirected,188800,,6
071c,199c,Undirected,188801,,2
071c,389c,Undirected,188802,,3
071c,427c,Undirected,188803,,2
071c,496c,Undirected,188804,,1
071c,515c,Undirected,188805,,2
071c,532c,Undirected,188806,,1
071c,569c,Undirected,188807,,2
071p,095p,Undirected,188808,,8
071p,893p,Undirected,188809,,8
071p,927p,Undirected,188810,,8
071p,553c,Undirected,188811,,8
071p,1831p,Undirected,188812,,8
072c,199c,Undirected,188813,,2
072c,200c,Undirected,188814,,2
072c,204c,Undirected,188815,,9
072c,045c,Undirected,188816,,1
072c,056c,Undirected,188817,,2
072c,063c,Undirected,188818,,1
072c,105c,Undirected,188819,,4
072c,119c,Undirected,188820,,2
072c,134c,Undirected,188821,,2
072c,164c,Undirected,188822,,2
072c,167c,Undirected,188823,,2
072c,260c,Undirected,188824,,1
072c,303c,Undirected,188825,,2
072c,311c,Undirected,188826,,3
072c,312c,Undirected,188827,,1
072c,346c,Undirected,188828,,8
072c,349c,Undirected,188829,,7
072c,352c,Undirected,188830,,5
072c,389c,Undirected,188831,,11
072c,390c,Undirected,188832,,2
072c,392c,Undirected,188833,,2
072c,400c,Undirected,188834,,1
072c,427c,Undirected,188835,,4
072c,443c,Undirected,188836,,2
072c,470c,Undirected,188837,,1
072c,481c,Undirected,188838,,2
072c,515c,Undirected,188839,,4
072c,528c,Undirected,188840,,2
072c,569c,Undirected,188841,,8
073c,056c,Undirected,188842,,1
073c,308c,Undirected,188843,,1
073c,346c,Undirected,188844,,2
073c,566c,Undirected,188845,,1
073p,027c,Undirected,188846,,1
073p,200c,Undirected,188847,,1
073p,204c,Undirected,188848,,1
073p,928p,Undirected,188849,,1
073p,400c,Undirected,188850,,1
074c,001c,Undirected,188851,,1
074c,058c,Undirected,188852,,1
074c,063c,Undirected,188853,,3
074c,115c,Undirected,188854,,1
074c,186c,Undirected,188855,,1
074c,297c,Undirected,188856,,3
074c,308c,Undirected,188857,,1
074c,342c,Undirected,188858,,1
074c,349c,Undirected,188859,,4
074c,439c,Undirected,188860,,1
074c,460c,Undirected,188861,,1
074c,481c,Undirected,188862,,2
074c,515c,Undirected,188863,,1
074p,133c,Undirected,188864,,1
074p,1221p,Undirected,188865,,1
074p,1279p,Undirected,188866,,1
075p,174c,Undirected,188867,,55
075p,703p,Undirected,188868,,55
075p,274c,Undirected,188869,,55
075p,1781p,Undirected,188870,,55
076c,474c,Undirected,188871,,45
076p,204c,Undirected,188872,,1
076p,025c,Undirected,188873,,1
076p,346c,Undirected,188874,,1
076p,389c,Undirected,188875,,1
076p,427c,Undirected,188876,,1
077c,199c,Undirected,188877,,1
077c,200c,Undirected,188878,,3
077c,072c,Undirected,188879,,1
077c,087c,Undirected,188880,,1
077c,250c,Undirected,188881,,1
077c,261c,Undirected,188882,,2
077c,352c,Undirected,188883,,2
077c,389c,Undirected,188884,,3
077c,395c,Undirected,188885,,2
077c,515c,Undirected,188886,,2
077p,973p,Undirected,188887,,5
077p,1407p,Undirected,188888,,5
077p,513c,Undirected,188889,,5
078c,196c,Undirected,188890,,1
078c,200c,Undirected,188891,,1
078c,212c,Undirected,188892,,1
078c,217c,Undirected,188893,,2
078c,058c,Undirected,188894,,1
078c,074c,Undirected,188895,,1
078c,119c,Undirected,188896,,1
078c,147c,Undirected,188897,,1
078c,167c,Undirected,188898,,1
078c,261c,Undirected,188899,,1
078c,282c,Undirected,188900,,1
078c,340c,Undirected,188901,,1
078c,346c,Undirected,188902,,1
078c,367c,Undirected,188903,,1
078c,379c,Undirected,188904,,1
078c,439c,Undirected,188905,,1
078c,470c,Undirected,188906,,3
078c,481c,Undirected,188907,,2
078c,515c,Undirected,188908,,1
078c,569c,Undirected,188909,,3
078p,212c,Undirected,188910,,6
078p,025p,Undirected,188911,,6
078p,049c,Undirected,188912,,4
078p,183p,Undirected,188913,,10
078p,209p,Undirected,188914,,4
078p,260p,Undirected,188915,,4
078p,286p,Undirected,188916,,4
078p,307p,Undirected,188917,,4
078p,432p,Undirected,188918,,4
078p,248c,Undirected,188919,,6
078p,746p,Undirected,188920,,6
078p,291c,Undirected,188921,,4
078p,1286p,Undirected,188922,,10
078p,1643p,Undirected,188924,,4
078p,1763p,Undirected,188925,,4
078p,1852p,Undirected,188926,,6
079p,600p,Undirected,188927,,1
079p,214p,Undirected,188928,,1
079p,262p,Undirected,188929,,2
079p,737p,Undirected,188930,,2
079p,349c,Undirected,188931,,2
079p,389c,Undirected,188932,,1
080c,190c,Undirected,188933,,2
080c,285c,Undirected,188934,,2
080c,350c,Undirected,188935,,1
080c,386c,Undirected,188936,,2
080c,392c,Undirected,188937,,1
080c,395c,Undirected,188938,,1
080c,446c,Undirected,188939,,2
080p,200p,Undirected,188940,,1
080p,230p,Undirected,188941,,2
080p,298p,Undirected,188942,,2
080p,511p,Undirected,188943,,2
080p,667p,Undirected,188944,,2
080p,701p,Undirected,188945,,1
080p,720p,Undirected,188946,,2
080p,898p,Undirected,188947,,3
080p,1395p,Undirected,188949,,1
081p,090p,Undirected,188950,,1
081p,528p,Undirected,188951,,1
081p,225c,Undirected,188952,,1
081p,1020p,Undirected,188953,,1
081p,1392p,Undirected,188954,,1
082c,204c,Undirected,188955,,1
082c,078c,Undirected,188956,,1
082c,115c,Undirected,188957,,1
082c,164c,Undirected,188958,,1
082c,197c,Undirected,188959,,1
082c,222c,Undirected,188960,,1
082c,250c,Undirected,188961,,1
082c,379c,Undirected,188962,,1
082c,427c,Undirected,188963,,2
082c,569c,Undirected,188964,,2
082p,020p,Undirected,188965,,1
082p,020c,Undirected,188966,,1
082p,289p,Undirected,188967,,1
082p,318p,Undirected,188968,,1
082p,528p,Undirected,188969,,1
082p,346c,Undirected,188970,,1
082p,1855p,Undirected,188971,,1
082p,567c,Undirected,188972,,1
082p,569c,Undirected,188973,,1
083c,016c,Undirected,188974,,1
083c,105c,Undirected,188975,,1
083c,362c,Undirected,188976,,1
083c,452c,Undirected,188977,,1
083p,222c,Undirected,188978,,1
083p,105c,Undirected,188979,,1
083p,249c,Undirected,188980,,2
083p,303c,Undirected,188981,,2
083p,427c,Undirected,188982,,3
083p,441c,Undirected,188983,,1
083p,1334p,Undirected,188984,,1
083p,514c,Undirected,188985,,8
084c,200c,Undirected,188986,,1
084c,217c,Undirected,188987,,1
084c,231c,Undirected,188988,,1
084c,167c,Undirected,188989,,2
084c,248c,Undirected,188990,,2
084c,284c,Undirected,188991,,1
084c,290c,Undirected,188992,,2
084c,352c,Undirected,188993,,1
084c,493c,Undirected,188994,,1
084p,082c,Undirected,188995,,1
084p,222c,Undirected,188996,,1
084p,372c,Undirected,188997,,1
084p,427c,Undirected,188998,,1
084p,1334p,Undirected,188999,,1
084p,1475p,Undirected,189000,,1
084p,569c,Undirected,189001,,1
085c,021c,Undirected,189002,,1
085c,789p,Undirected,189003,,1
085c,295c,Undirected,189004,,1
085p,645p,Undirected,189005,,44
085p,369c,Undirected,189006,,44
085p,1856p,Undirected,189007,,44
086c,072c,Undirected,189008,,1
086c,105c,Undirected,189009,,2
086c,427c,Undirected,189010,,1
086p,196c,Undirected,189011,,1
086p,022c,Undirected,189012,,2
086p,123c,Undirected,189013,,1
086p,160c,Undirected,189014,,1
086p,214c,Undirected,189015,,1
086p,305c,Undirected,189016,,1
086p,314c,Undirected,189017,,1
086p,346c,Undirected,189018,,3
086p,402c,Undirected,189019,,1
086p,417c,Undirected,189020,,3
086p,538c,Undirected,189021,,1
087c,248c,Undirected,189022,,1
087c,352c,Undirected,189023,,2
087c,569c,Undirected,189024,,1
087p,500p,Undirected,189025,,1
087p,741p,Undirected,189026,,1
087p,921p,Undirected,189027,,1
088c,100c,Undirected,189028,,3
088p,1048p,Undirected,189029,,8
