Source,Target,Type,Id,Label,Weight,attribute
108s,1427p,Directed,4421,,1,1
106s,1428p,Directed,4422,,4,4
026s,1429p,Directed,4423,,1,1
031s,1429p,Directed,4424,,1,1
106s,1430p,Directed,4425,,1,1
005s,1431p,Directed,4426,,1,1
108s,1432p,Directed,4427,,1,1
100s,1433p,Directed,4428,,2,2
108s,1434p,Directed,4429,,5,5
106s,1435p,Directed,4430,,1,1
031s,1436p,Directed,4431,,1,1
108s,1437p,Directed,4432,,2,2
030s,1438p,Directed,4433,,1,1
007s,1439p,Directed,4434,,1,1
020s,1439p,Directed,4435,,3,3
102s,1439p,Directed,4436,,2,2
106s,1439p,Directed,4437,,1,1
110s,1439p,Directed,4438,,3,3
045s,1440p,Directed,4439,,2,2
020s,1441p,Directed,4440,,2,2
105s,1442p,Directed,4441,,2,2
075s,1442p,Directed,4442,,1,1
005s,1443p,Directed,4443,,1,1
031s,1444p,Directed,4444,,1,1
108s,1444p,Directed,4445,,1,1
100s,1444p,Directed,4446,,4,4
093s,1445p,Directed,4447,,1,1
031s,1446p,Directed,4448,,1,1
005s,1447p,Directed,4449,,2,2
031s,1447p,Directed,4450,,1,1
100s,1447p,Directed,4451,,2,2
031s,1448p,Directed,4452,,1,1
102s,1449p,Directed,4453,,1,1
073s,1450p,Directed,4454,,5,5
108s,1451p,Directed,4455,,2,2
105s,1452p,Directed,4456,,12,12
093s,1453p,Directed,4457,,1,1
004s,1454p,Directed,4458,,1,1
009s,332p,Directed,4459,,66,66
135s,332p,Directed,4460,,269,269
006s,1455p,Directed,4461,,23,23
106s,1455p,Directed,4462,,4,4
109s,1455p,Directed,4463,,1,1
068s,1455p,Directed,4464,,1,1
095s,1455p,Directed,4465,,1,1
104s,1455p,Directed,4466,,1,1
004s,1456p,Directed,4467,,1,1
030s,1457p,Directed,4468,,2,2
100s,1458p,Directed,4469,,4,4
113s,1459p,Directed,4470,,1,1
100s,1460p,Directed,4471,,31,31
111s,1462p,Directed,4472,,3,3
106s,1463p,Directed,4473,,1,1
074s,1463p,Directed,4474,,2,2
005s,1464p,Directed,4475,,1,1
075s,1465p,Directed,4476,,29,29
115s,1465p,Directed,4477,,1,1
114s,1466p,Directed,4478,,39,39
030s,1467p,Directed,4479,,1,1
105s,1468p,Directed,4480,,2,2
108s,1469p,Directed,4481,,2,2
071s,1469p,Directed,4482,,1,1
075s,1469p,Directed,4483,,1,1
050s,1470p,Directed,4484,,2,2
106s,1471p,Directed,4485,,1,1
108s,1472p,Directed,4486,,1,1
108s,1473p,Directed,4487,,1,1
075s,1474p,Directed,4488,,10,10
005s,1475p,Directed,4489,,1,1
031s,1475p,Directed,4490,,1,1
073s,1476p,Directed,4491,,5,5
108s,1477p,Directed,4492,,3,3
030s,1478p,Directed,4493,,1,1
108s,1479p,Directed,4494,,1,1
107s,1480p,Directed,4495,,42,42
005s,1469p,Directed,4496,,1,1
100s,1481p,Directed,4497,,2,2
117s,1481p,Directed,4498,,2,2
108s,1482p,Directed,4499,,2,2
100s,1482p,Directed,4500,,2,2
107s,1483p,Directed,4501,,6,6
108s,1484p,Directed,4502,,2,2
103s,1485p,Directed,4503,,14,14
105s,1486p,Directed,4504,,2,2
114s,1486p,Directed,4505,,2,2
069s,1487p,Directed,4506,,1,1
006s,1488p,Directed,4507,,2,2
106s,1489p,Directed,4508,,1,1
093s,1489p,Directed,4509,,1,1
115s,1490p,Directed,4510,,1,1
093s,1491p,Directed,4511,,1,1
069s,1492p,Directed,4512,,3,3
115s,1492p,Directed,4513,,21,21
017s,1493p,Directed,4514,,1,1
097s,1493p,Directed,4515,,1,1
009s,1494p,Directed,4516,,73,73
031s,1494p,Directed,4517,,1,1
051s,1494p,Directed,4518,,19,19
066s,1494p,Directed,4519,,1,1
072s,1494p,Directed,4520,,1,1
078s,1494p,Directed,4521,,8,8
071s,1495p,Directed,4522,,1,1
105s,1496p,Directed,4523,,1,1
075s,1496p,Directed,4524,,1,1
114s,1496p,Directed,4525,,2,2
106s,1497p,Directed,4526,,4,4
031s,1498p,Directed,4527,,1,1
108s,1499p,Directed,4528,,1,1
108s,1500p,Directed,4529,,23,23
106s,1501p,Directed,4530,,60,60
070s,1501p,Directed,4531,,1,1
115s,1501p,Directed,4532,,10,10
025s,1502p,Directed,4533,,1,1
010s,1503p,Directed,4534,,1,1
046s,1504p,Directed,4535,,1,1
108s,1505p,Directed,4536,,1,1
073s,1505p,Directed,4537,,2,2
078s,1506p,Directed,4538,,2,2
031s,1507p,Directed,4539,,2,2
025s,1508p,Directed,4540,,1,1
113s,1508p,Directed,4541,,1,1
079s,1509p,Directed,4542,,1,1
031s,1510p,Directed,4543,,1,1
108s,1510p,Directed,4544,,1,1
071s,1510p,Directed,4545,,1,1
113s,1510p,Directed,4546,,1,1
031s,1512p,Directed,4547,,1,1
021s,1513p,Directed,4548,,1,1
030s,1514p,Directed,4549,,1,1
031s,1514p,Directed,4550,,1,1
105s,1515p,Directed,4551,,1,1
031s,1516p,Directed,4552,,1,1
093s,1517p,Directed,4553,,1,1
113s,1518p,Directed,4554,,1,1
026s,1519p,Directed,4555,,1,1
031s,1519p,Directed,4556,,1,1
108s,1519p,Directed,4557,,1,1
071s,1519p,Directed,4558,,1,1
100s,1519p,Directed,4559,,2,2
021s,1520p,Directed,4560,,1,1
108s,1520p,Directed,4561,,1,1
031s,1521p,Directed,4562,,1,1
021s,1522p,Directed,4563,,1,1
108s,1523p,Directed,4564,,1,1
031s,1524p,Directed,4565,,1,1
093s,1525p,Directed,4566,,1,1
090s,1526p,Directed,4567,,1,1
026s,1527p,Directed,4568,,1,1
005s,1527p,Directed,4569,,1,1
108s,1527p,Directed,4570,,1,1
105s,1529p,Directed,4571,,24,24
075s,1529p,Directed,4572,,45,45
108s,1530p,Directed,4573,,1,1
108s,1532p,Directed,4574,,44,44
070s,1532p,Directed,4575,,1,1
115s,1532p,Directed,4576,,1,1
106s,1533p,Directed,4577,,41,41
108s,1533p,Directed,4578,,41,41
004s,1535p,Directed,4579,,1,1
108s,1536p,Directed,4580,,1,1
031s,1537p,Directed,4581,,1,1
108s,1538p,Directed,4582,,1,1
108s,1539p,Directed,4583,,2,2
108s,1540p,Directed,4584,,1,1
107s,1541p,Directed,4585,,2,2
071s,1542p,Directed,4586,,1,1
075s,1543p,Directed,4587,,1,1
113s,1543p,Directed,4588,,1,1
110s,1544p,Directed,4589,,2,2
108s,1545p,Directed,4590,,1,1
105s,1546p,Directed,4591,,1,1
031s,1547p,Directed,4592,,1,1
113s,1548p,Directed,4593,,1,1
045s,1549p,Directed,4594,,1,1
054s,1550p,Directed,4595,,1,1
100s,1551p,Directed,4596,,8,8
026s,1552p,Directed,4597,,1,1
031s,1553p,Directed,4598,,1,1
101s,1554p,Directed,4599,,41,41
108s,1555p,Directed,4600,,33,33
061s,1556p,Directed,4601,,1,1
106s,1557p,Directed,4602,,86,86
109s,1557p,Directed,4603,,62,62
115s,1557p,Directed,4604,,21,21
100s,1558p,Directed,4605,,7,7
004s,1559p,Directed,4606,,1,1
105s,1560p,Directed,4607,,24,24
108s,1560p,Directed,4608,,23,23
109s,1560p,Directed,4609,,42,42
075s,1560p,Directed,4610,,24,24
007s,1561p,Directed,4611,,1,1
107s,1562p,Directed,4612,,1,1
108s,1563p,Directed,4613,,1,1
100s,1564p,Directed,4614,,4,4
100s,1565p,Directed,4615,,9,9
100s,1566p,Directed,4616,,2,2
005s,1567p,Directed,4617,,1,1
106s,1568p,Directed,4618,,29,29
100s,1569p,Directed,4619,,26,26
107s,1570p,Directed,4620,,1,1
100s,1570p,Directed,4621,,14,14
107s,1572p,Directed,4622,,8,8
073s,1573p,Directed,4623,,5,5
100s,1573p,Directed,4624,,11,11
106s,1574p,Directed,4625,,2,2
075s,1575p,Directed,4626,,1,1
100s,1576p,Directed,4627,,4,4
005s,1577p,Directed,4628,,1,1
051s,1577p,Directed,4629,,1,1
031s,1578p,Directed,4630,,2,2
100s,1578p,Directed,4631,,2,2
004s,1579p,Directed,4632,,1,1
108s,1580p,Directed,4633,,1,1
099s,1581p,Directed,4634,,9,9
105s,1582p,Directed,4635,,2,2
106s,1582p,Directed,4636,,120,120
068s,1583p,Directed,4637,,2,2
025s,1584p,Directed,4638,,1,1
040s,1584p,Directed,4639,,1,1
106s,1584p,Directed,4640,,2,2
097s,1584p,Directed,4641,,1,1
113s,1584p,Directed,4642,,1,1
068s,1585p,Directed,4643,,1,1
108s,1586p,Directed,4644,,1,1
100s,1587p,Directed,4645,,2,2
071s,1588p,Directed,4646,,1,1
005s,1589p,Directed,4647,,2,2
043s,1590p,Directed,4648,,1,1
030s,1591p,Directed,4649,,1,1
030s,1592p,Directed,4650,,1,1
050s,1592p,Directed,4651,,2,2
108s,1594p,Directed,4652,,2,2
113s,1596p,Directed,4653,,1,1
108s,1597p,Directed,4654,,2,2
106s,1598p,Directed,4655,,74,74
108s,1598p,Directed,4656,,28,28
108s,1599p,Directed,4657,,1,1
026s,1600p,Directed,4658,,1,1
113s,1601p,Directed,4659,,35,35
007s,1603p,Directed,4660,,1,1
036s,1603p,Directed,4661,,8,8
106s,1603p,Directed,4662,,1,1
115s,1603p,Directed,4663,,1,1
005s,1604p,Directed,4664,,1,1
105s,1605p,Directed,4665,,6,6
030s,1606p,Directed,4666,,1,1
100s,1607p,Directed,4667,,2,2
005s,1608p,Directed,4668,,2,2
108s,1608p,Directed,4669,,1,1
105s,1609p,Directed,4670,,3,3
106s,1610p,Directed,4671,,1,1
085s,1610p,Directed,4672,,1,1
022s,1611p,Directed,4673,,1,1
004s,1612p,Directed,4674,,1,1
004s,1613p,Directed,4675,,2,2
106s,1614p,Directed,4676,,1,1
115s,1615p,Directed,4677,,9,9
107s,1616p,Directed,4678,,1,1
099s,1617p,Directed,4679,,2,2
020s,1618p,Directed,4680,,2,2
105s,1619p,Directed,4681,,3,3
050s,1619p,Directed,4682,,1,1
106s,1619p,Directed,4683,,1,1
069s,1619p,Directed,4684,,3,3
075s,1619p,Directed,4685,,1,1
087s,1619p,Directed,4686,,1,1
097s,1619p,Directed,4687,,43,43
103s,1619p,Directed,4688,,9,9
113s,1619p,Directed,4689,,3,3
115s,1620p,Directed,4690,,15,15
020s,1621p,Directed,4691,,3,3
106s,1621p,Directed,4692,,1,1
115s,1621p,Directed,4693,,7,7
108s,1622p,Directed,4694,,1,1
031s,1623p,Directed,4695,,1,1
030s,1625p,Directed,4696,,1,1
031s,1626p,Directed,4697,,1,1
005s,1627p,Directed,4698,,4,4
103s,1628p,Directed,4699,,14,14
108s,1629p,Directed,4700,,1,1
105s,1630p,Directed,4701,,7,7
026s,1631p,Directed,4702,,1,1
113s,1632p,Directed,4703,,1,1
105s,1633p,Directed,4704,,20,20
108s,1634p,Directed,4705,,1,1
012s,1635p,Directed,4706,,3,3
085s,1636p,Directed,4707,,2,2
085s,1637p,Directed,4708,,2,2
117s,1638p,Directed,4709,,2,2
108s,1639p,Directed,4710,,1,1
091s,1640p,Directed,4711,,2,2
108s,1641p,Directed,4712,,1,1
107s,1642p,Directed,4713,,1,1
073s,1643p,Directed,4714,,10,10
100s,1643p,Directed,4715,,6,6
005s,1644p,Directed,4716,,3,3
113s,1645p,Directed,4717,,1,1
064s,1647p,Directed,4718,,13,13
020s,1648p,Directed,4719,,3,3
102s,1648p,Directed,4720,,2,2
108s,1649p,Directed,4721,,3,3
100s,1650p,Directed,4722,,5,5
030s,1651p,Directed,4723,,1,1
070s,1652p,Directed,4724,,1,1
105s,1653p,Directed,4725,,1,1
017s,1654p,Directed,4726,,1,1
030s,1655p,Directed,4727,,1,1
050s,1655p,Directed,4728,,2,2
061s,1656p,Directed,4729,,1,1
012s,1657p,Directed,4730,,3,3
106s,1658p,Directed,4731,,1,1
093s,1659p,Directed,4732,,2,2
020s,1660p,Directed,4733,,3,3
020s,1661p,Directed,4734,,1,1
110s,1662p,Directed,4736,,31,31
110s,1663p,Directed,4737,,31,31
106s,1664p,Directed,4738,,2,2
052s,1665p,Directed,4739,,1,1
005s,1666p,Directed,4740,,1,1
031s,1667p,Directed,4741,,1,1
100s,1667p,Directed,4742,,2,2
031s,1668p,Directed,4743,,1,1
100s,1668p,Directed,4744,,4,4
031s,1669p,Directed,4745,,1,1
100s,1669p,Directed,4746,,2,2
005s,1670p,Directed,4747,,1,1
068s,1671p,Directed,4748,,1,1
108s,1672p,Directed,4749,,50,50
005s,1673p,Directed,4750,,3,3
068s,1674p,Directed,4751,,1,1
031s,1675p,Directed,4752,,1,1
004s,1676p,Directed,4753,,1,1
083s,1677p,Directed,4754,,1,1
020s,1678p,Directed,4755,,2,2
110s,1679p,Directed,4756,,1,1
026s,1680p,Directed,4757,,1,1
031s,1680p,Directed,4758,,1,1
108s,1680p,Directed,4759,,1,1
068s,1681p,Directed,4760,,1,1
111s,1683p,Directed,4761,,3,3
078s,1682p,Directed,4762,,1,1
100s,1684p,Directed,4763,,4,4
113s,1685p,Directed,4764,,1,1
079s,1686p,Directed,4765,,1,1
100s,1687p,Directed,4766,,8,8
106s,1688p,Directed,4767,,20,20
108s,1688p,Directed,4768,,30,30
109s,1688p,Directed,4769,,26,26
115s,1688p,Directed,4770,,2,2
102s,1689p,Directed,4771,,20,20
106s,1689p,Directed,4772,,143,143
109s,1689p,Directed,4773,,62,62
036s,1690p,Directed,4774,,1,1
059s,1692p,Directed,4775,,1,1
100s,1693p,Directed,4776,,1,1
004s,1694p,Directed,4777,,1,1
020s,1695p,Directed,4778,,2,2
020s,1696p,Directed,4779,,3,3
020s,1697p,Directed,4780,,1,1
067s,1698p,Directed,4781,,6,6
100s,1699p,Directed,4782,,4,4
100s,1700p,Directed,4783,,2,2
099s,1701p,Directed,4784,,5,5
030s,1702p,Directed,4785,,1,1
105s,1703p,Directed,4786,,4,4
067s,1703p,Directed,4787,,1,1
108s,1703p,Directed,4788,,60,60
107s,1704p,Directed,4789,,5,5
031s,1705p,Directed,4790,,2,2
108s,1705p,Directed,4791,,1,1
004s,1706p,Directed,4792,,1,1
005s,1706p,Directed,4793,,1,1
108s,1706p,Directed,4794,,1,1
036s,1707p,Directed,4795,,3,3
106s,1707p,Directed,4796,,3,3
107s,1707p,Directed,4797,,1,1
080s,1707p,Directed,4798,,1,1
017s,1708p,Directed,4799,,1,1
097s,1708p,Directed,4800,,1,1
026s,1709p,Directed,4801,,1,1
106s,1710p,Directed,4802,,1,1
005s,1711p,Directed,4803,,1,1
108s,1711p,Directed,4804,,1,1
100s,1711p,Directed,4805,,2,2
108s,1713p,Directed,4806,,3,3
007s,1714p,Directed,4807,,3,3
106s,1714p,Directed,4808,,1,1
080s,1714p,Directed,4809,,1,1
115s,1714p,Directed,4810,,1,1
106s,1715p,Directed,4811,,1,1
031s,1716p,Directed,4812,,9,9
108s,1716p,Directed,4813,,2,2
100s,1716p,Directed,4814,,22,22
108s,1717p,Directed,4815,,1,1
101s,1718p,Directed,4816,,1,1
113s,1719p,Directed,4817,,1,1
006s,1720p,Directed,4818,,21,21
055s,1720p,Directed,4819,,5,5
093s,1721p,Directed,4820,,1,1
006s,1722p,Directed,4821,,1,1
005s,1723p,Directed,4822,,1,1
026s,1723p,Directed,4823,,1,1
031s,1723p,Directed,4824,,1,1
108s,1723p,Directed,4825,,2,2
100s,1723p,Directed,4826,,2,2
110s,1724p,Directed,4827,,29,29
102s,1725p,Directed,4828,,2,2
043s,1726p,Directed,4829,,1,1
111s,1727p,Directed,4830,,2,2
025s,1728p,Directed,4831,,1,1
028s,1728p,Directed,4832,,1,1
108s,1728p,Directed,4833,,3,3
061s,1729p,Directed,4834,,1,1
093s,1730p,Directed,4835,,1,1
105s,1731p,Directed,4836,,4,4
105s,1732p,Directed,4837,,3,3
031s,1733p,Directed,4838,,1,1
100s,1734p,Directed,4839,,2,2
108s,1735p,Directed,4840,,1,1
031s,1736p,Directed,4841,,1,1
030s,1737p,Directed,4842,,1,1
108s,1738p,Directed,4843,,1,1
098s,1739p,Directed,4844,,14,14
093s,1740p,Directed,4845,,1,1
106s,1741p,Directed,4846,,3,3
107s,1741p,Directed,4847,,2,2
083s,1742p,Directed,4848,,1,1
073s,1743p,Directed,4849,,1,1
100s,1743p,Directed,4850,,13,13
111s,1744p,Directed,4851,,3,3
106s,1745p,Directed,4852,,2,2
109s,1745p,Directed,4853,,1,1
031s,1746p,Directed,4854,,1,1
100s,1747p,Directed,4855,,2,2
011s,1748p,Directed,4856,,1,1
005s,1749p,Directed,4857,,2,2
026s,1750p,Directed,4858,,1,1
031s,1751p,Directed,4859,,1,1
100s,1751p,Directed,4860,,3,3
108s,1752p,Directed,4861,,1,1
108s,1753p,Directed,4862,,1,1
108s,1754p,Directed,4863,,1,1
108s,1755p,Directed,4864,,1,1
075s,1757p,Directed,4865,,14,14
005s,1758p,Directed,4866,,2,2
048s,1894p,Directed,4867,,39,39
108s,1759p,Directed,4868,,13,13
106s,1760p,Directed,4869,,7,7
115s,1761p,Directed,4870,,14,14
005s,1762p,Directed,4871,,4,4
009s,1762p,Directed,4872,,1,1
051s,1762p,Directed,4873,,1,1
071s,1762p,Directed,4874,,1,1
078s,1762p,Directed,4875,,2,2
073s,1763p,Directed,4876,,9,9
100s,1764p,Directed,4877,,2,2
100s,1765p,Directed,4878,,3,3
032s,1767p,Directed,4879,,1,1
062s,1767p,Directed,4880,,2,2
110s,1767p,Directed,4881,,48,48
069s,1767p,Directed,4882,,1,1
070s,1767p,Directed,4883,,1,1
078s,1768p,Directed,4884,,1,1
085s,1769p,Directed,4885,,1,1
106s,1770p,Directed,4886,,2,2
075s,1771p,Directed,4887,,13,13
106s,1772p,Directed,4888,,2,2
100s,1773p,Directed,4889,,5,5
108s,1774p,Directed,4890,,1,1
075s,1775p,Directed,4891,,3,3
068s,1776p,Directed,4892,,1,1
039s,1777p,Directed,4893,,1,1
075s,1778p,Directed,4894,,51,51
009s,1779p,Directed,4895,,66,66
135s,1779p,Directed,4896,,269,269
105s,1779p,Directed,4897,,17,17
075s,1779p,Directed,4898,,177,177
020s,1780p,Directed,4899,,1,1
107s,1781p,Directed,4900,,12,12
109s,1781p,Directed,4901,,43,43
100s,1782p,Directed,4902,,6,6
091s,1783p,Directed,4903,,2,2
106s,1784p,Directed,4904,,1,1
108s,1784p,Directed,4905,,4,4
115s,1784p,Directed,4906,,15,15
106s,1785p,Directed,4907,,7,7
059s,1786p,Directed,4908,,3,3
109s,1787p,Directed,4909,,32,32
046s,1788p,Directed,4910,,1,1
106s,1788p,Directed,4911,,5,5
069s,1788p,Directed,4912,,3,3
115s,1788p,Directed,4913,,1,1
095s,1789p,Directed,4914,,3,3
106s,1790p,Directed,4915,,4,4
115s,1790p,Directed,4916,,1,1
007s,1791p,Directed,4917,,1,1
030s,1801p,Directed,4918,,1,1
106s,1792p,Directed,4919,,5,5
105s,1793p,Directed,4920,,1,1
110s,1792p,Directed,4922,,8,8
093s,1794p,Directed,4923,,1,1
113s,1795p,Directed,4924,,2,2
030s,1796p,Directed,4925,,1,1
004s,1797p,Directed,4926,,1,1
031s,1798p,Directed,4927,,4,4
108s,1798p,Directed,4928,,2,2
100s,1798p,Directed,4929,,2,2
115s,1799p,Directed,4930,,16,16
107s,1800p,Directed,4931,,1,1
031s,1801p,Directed,4932,,1,1
004s,1801p,Directed,4933,,1,1
093s,1802p,Directed,4934,,1,1
115s,1803p,Directed,4935,,6,6
113s,1804p,Directed,4936,,27,27
103s,1805p,Directed,4937,,2,2
105s,1806p,Directed,4938,,6,6
020s,1807p,Directed,4939,,1,1
115s,1808p,Directed,4940,,10,10
005s,1809p,Directed,4941,,2,2
108s,1810p,Directed,4942,,1,1
020s,1811p,Directed,4943,,3,3
105s,1811p,Directed,4944,,9,9
106s,1811p,Directed,4945,,12,12
110s,1811p,Directed,4946,,3,3
069s,1811p,Directed,4947,,1,1
050s,1812p,Directed,4948,,1,1
114s,1812p,Directed,4949,,2,2
005s,1813p,Directed,4950,,3,3
108s,1813p,Directed,4951,,1,1
100s,1813p,Directed,4952,,5,5
106s,1814p,Directed,4953,,3,3
135s,1815p,Directed,4954,,269,269
004s,1816p,Directed,4955,,1,1
023s,1816p,Directed,4956,,1,1
106s,1817p,Directed,4957,,20,20
107s,1818p,Directed,4958,,27,27
020s,1819p,Directed,4960,,3,3
030s,1820p,Directed,4961,,1,1
100s,1821p,Directed,4962,,2,2
085s,1822p,Directed,4963,,2,2
068s,1823p,Directed,4964,,2,2
061s,1824p,Directed,4965,,1,1
108s,1825p,Directed,4966,,1,1
020s,1826p,Directed,4967,,1,1
093s,1826p,Directed,4968,,1,1
115s,1827p,Directed,4969,,16,16
101s,1828p,Directed,4970,,41,41
005s,1829p,Directed,4971,,2,2
111s,1830p,Directed,4972,,3,3
100s,1831p,Directed,4973,,8,8
108s,1832p,Directed,4974,,1,1
005s,1833p,Directed,4975,,1,1
100s,1834p,Directed,4976,,3,3
068s,1836p,Directed,4977,,2,2
107s,1837p,Directed,4978,,22,22
005s,1838p,Directed,4979,,1,1
115s,1839p,Directed,4980,,11,11
020s,1840p,Directed,4981,,2,2
108s,1841p,Directed,4982,,23,23
106s,1842p,Directed,4983,,2,2
049s,1843p,Directed,4984,,1,1
048s,1844p,Directed,4985,,39,39
099s,1845p,Directed,4986,,9,9
105s,1845p,Directed,4987,,8,8
005s,1846p,Directed,4988,,1,1
031s,1846p,Directed,4989,,1,1
108s,1846p,Directed,4990,,2,2
100s,1846p,Directed,4991,,2,2
035s,1847p,Directed,4992,,1,1
058s,1847p,Directed,4993,,4,4
059s,1847p,Directed,4994,,2,2
080s,1847p,Directed,4995,,3,3
035s,1848p,Directed,4996,,1,1
093s,1849p,Directed,4997,,1,1
097s,1850p,Directed,4998,,2,2
005s,1851p,Directed,4999,,1,1
100s,1852p,Directed,5000,,8,8
117s,1853p,Directed,5001,,1,1
005s,1854p,Directed,5002,,2,2
071s,1854p,Directed,5003,,2,2
004s,1855p,Directed,5004,,1,1
106s,1856p,Directed,5005,,74,74
108s,1856p,Directed,5006,,44,44
073s,1857p,Directed,5007,,5,5
100s,1857p,Directed,5008,,16,16
109s,1858p,Directed,5009,,1,1
093s,1859p,Directed,5010,,1,1
104s,1860p,Directed,5011,,1,1
031s,1861p,Directed,5012,,1,1
105s,1862p,Directed,5013,,8,8
106s,1862p,Directed,5014,,29,29
108s,1862p,Directed,5015,,28,28
115s,1862p,Directed,5016,,21,21
004s,1863p,Directed,5017,,1,1
106s,1864p,Directed,5018,,3,3
067s,1864p,Directed,5019,,6,6
115s,1864p,Directed,5020,,1,1
083s,1865p,Directed,5021,,1,1
005s,1866p,Directed,5022,,1,1
100s,1867p,Directed,5023,,2,2
108s,1869p,Directed,5024,,1,1
031s,1867p,Directed,5025,,1,1
031s,1868p,Directed,5027,,1,1
106s,1869p,Directed,5028,,1,1
106s,1870p,Directed,5029,,1,1
108s,1870p,Directed,5030,,1,1
100s,1871p,Directed,5031,,2,2
098s,1872p,Directed,5032,,4,4
022s,1873p,Directed,5033,,1,1
070s,1873p,Directed,5034,,2,2
115s,1873p,Directed,5035,,1,1
104s,1873p,Directed,5036,,1,1
100s,1874p,Directed,5037,,2,2
093s,1875p,Directed,5038,,10,10
105s,1876p,Directed,5039,,6,6
073s,1877p,Directed,5040,,6,6
100s,1877p,Directed,5041,,2,2
100s,1878p,Directed,5042,,2,2
106s,1879p,Directed,5043,,1,1
106s,1880p,Directed,5044,,57,57
031s,1881p,Directed,5045,,1,1
106s,1882p,Directed,5046,,5,5
100s,1883p,Directed,5047,,1,1
108s,1885p,Directed,5048,,3,3
026s,1886p,Directed,5049,,1,1
017s,1887p,Directed,5050,,1,1
026s,1887p,Directed,5051,,1,1
031s,1888p,Directed,5052,,1,1
108s,1888p,Directed,5053,,1,1
100s,1888p,Directed,5054,,2,2
004s,1889p,Directed,5055,,1,1
113s,1890p,Directed,5056,,2,2
107s,1891p,Directed,5057,,1,1
005s,1892p,Directed,5059,,1,1
100s,1892p,Directed,5060,,2,2
108s,1893p,Directed,5061,,1,1
